36.66942978,-106.3355942
37.06261063,-106.568367
37.51045608,-107.1304016
37.51160028,-108.0467076
38.02485657,-107.9968719
38.27580261,-107.5340042
38.94381514,-107.5008579
39.2606926,-107.2946625
39.55568314,-107.4408417
39.70951843,-107.8011932
40.02681732,-107.8894653
40.29724884,-108.1339264
40.4102211,-108.5124817
40.28095245,-108.9089966
40.32639694,-109.1477966
40.50963593,-109.1494217
40.53708267,-110.0428238
40.34260178,-110.802475
40.37485504,-111.0917892
40.25455856,-111.1511841
39.99496841,-111.0457001
39.72382736,-111.4673538
39.76287842,-111.5967102
39.16876602,-111.9733047
38.75249481,-112.4036713
38.20565033,-112.6378937
37.47677612,-113.1902542
37.05117416,-113.3023758
36.62906647,-113.8396683
36.28922272,-113.9516144
35.86167908,-114.0137482
35.4348793,-113.2221756
35.10224915,-112.9364395
34.91975021,-111.8916397
34.53078461,-111.581192
34.22486878,-110.578125
34.18093061,-109.8823075
33.75335693,-108.9242325
33.76495743,-108.7186508
34.26980972,-107.3212814
35.30249023,-106.8374023
36.25745392,-106.8192291
36.43509674,-106.3943024
36.66942978,-106.3355942
