lat,lon,ttMoho,ttMohostd,dvMoho,dvMohostd,typeMoho,ttLAB,ttLABstd,ampLAB,ampLABstd,typeLAB
37,-116,11.4108,0.418651,0.131059,0.0426758,Ps,11.0583,0.405194,0.0575757,0.00765123,Sp
37.25,-116,10.2686,0.42783,0.141625,0.0764745,Ps,9.95547,0.682225,0.0660251,0.00909731,Sp
37.5,-116,9.80164,0.434381,0.139837,0.074206,Ps,9.25921,0.403901,0.0587821,0.0137891,Sp
37.75,-116,9.81372,0.503097,0.141636,0.0849373,Ps,10.5415,1.35067,0.033082,0.0101936,Sp
38,-116,9.90058,0.375172,0.163612,0.081686,Ps,12.1549,0.854187,0.0258082,0.00475291,Sp
38.25,-116,10.0926,0.374348,0.16556,0.07676,Ps,10.8226,1.14633,0.0305296,0.00684604,Sp
38.5,-116,10.0404,0.374119,0.1723,0.0712051,Ps,10.8269,0.830191,0.0361619,0.00845038,Sp
38.75,-116,10.3519,0.371437,0.197391,0.0645868,Ps,11.83,0.510314,0.0478408,0.014241,Sp
39,-116,10.3481,0.37087,0.197982,0.0662105,Ps,11.4112,0.605488,0.0390923,0.0119961,Sp
39.25,-116,10.1823,0.371372,0.189276,0.0800121,Ps,10.8481,0.541998,0.0358336,0.00535836,Sp
39.5,-116,10.1547,0.370671,0.184958,0.092438,Ps,11.4187,0.89386,0.0346153,0.00218738,Sp
39.75,-116,10.009,0.437982,0.171462,0.0891291,Ps,12.6917,0.223083,0.0371258,0.00186373,Sp
40,-116,9.69742,0.437021,0.142826,0.0908125,Ps,12.7036,0.127119,0.0365538,0.00280725,Sp
40.25,-116,9.71351,0.43541,0.132933,0.0833414,Ps,12.3468,0.190063,0.0380251,0.00434489,Sp
40.5,-116,9.92317,0.367092,0.129507,0.064879,Ps,12.0713,0.158238,0.0483779,0.00711735,Sp
40.75,-116,10.2895,0.54451,0.144164,0.048665,Ps,11.8767,0.0955462,0.0583165,0.00352625,Sp
41,-116,10.1178,0.61407,0.138738,0.0481296,Ps,11.8187,0.127926,0.0600479,0.00273357,Sp
41.25,-116,9.71077,0.819909,0.107721,0.0519297,Ps,11.6673,0.480592,0.0585494,0.00772381,Sp
41.5,-116,9.40003,0.889678,0.0902104,0.0366365,Ps,10.3424,0.73754,0.0451053,0.0109907,Sp
41.75,-116,10.156,0.947921,0.0957515,0.0301124,Ps,9.79484,0.318242,0.0391907,0.00539616,Sp
42,-116,10.8997,0.814685,0.0870605,0.02456,Ps,10.0243,0.253071,0.0448925,0.0047987,Sp
42.25,-116,11.0456,0.75679,0.0783648,0.0233432,Ps,10.3106,0.377673,0.0454815,0.00306466,Sp
42.5,-116,11.0267,0.695268,0.0830939,0.0225893,Ps,10.4845,0.533787,0.0448524,0.00538209,Sp
42.75,-116,10.9195,0.633167,0.0843446,0.0264664,Ps,10.4068,0.501839,0.0381995,0.00596646,Sp
43,-116,10.7668,0.569387,0.0791773,0.0253461,Ps,11.0835,0.563483,0.037855,0.00244154,Sp
43.25,-116,10.6629,0.500365,0.0717466,0.027417,Ps,11.4912,0.249818,0.0364975,0.00352591,Sp
43.5,-116,10.6817,0.750537,0.0711377,0.0254211,Ps,11.035,0.901916,0.0256171,0.00561991,Sp
43.75,-116,10.0485,0.881556,0.0583732,0.024554,Ps,9.58815,1.1094,0.021078,0.00223372,Sp
44,-116,9.93372,1.0073,0.0523904,0.0235487,Ps,11.508,0.797144,0.025375,0.0048314,Sp
44.25,-116,9.90521,0.940722,0.0562196,0.030124,Ps,11.0037,0.336485,0.0350664,0.00458235,Sp
44.5,-116,9.91608,0.749634,0.0674985,0.0364156,Ps,10.7508,0.213789,0.0350664,0.00314,Sp
44.75,-116,10.0768,0.562984,0.0737543,0.0401111,Ps,10.8181,0.214082,0.0294493,0.00303541,Sp
45,-116,10.1591,0.622197,0.0769539,0.0426537,Ps,10.9938,0.12253,0.0268415,0.00226687,Sp
32.75,-115.75,7.80633,0.305337,0.0804082,0.0435589,Ps,11.3417,0.543142,0.0354346,0.00195032,Sp
33,-115.75,7.58588,0.237844,0.0633276,0.04768,Ps,9.72137,0.834492,0.0318961,0.00345079,Sp
33.25,-115.75,7.84012,0.303053,0.116497,0.0589453,Ps,10.6084,0.96154,0.0292802,0.00479808,Sp
33.5,-115.75,8.01428,0.249541,0.16055,0.0862032,Ps,11.9568,0.479939,0.033512,0.007972,Sp
33.75,-115.75,8.18979,0.319231,0.1885,0.107032,Ps,11.8664,0.127247,0.0372644,0.00616191,Sp
34,-115.75,8.4806,0.252318,0.240068,0.108445,Ps,11.4619,0.253697,0.0369292,0.00355498,Sp
34.25,-115.75,8.31395,0.309224,0.20094,0.108179,Ps,11.298,0.348805,0.0355207,0.00359803,Sp
34.5,-115.75,8.36799,0.309492,0.168214,0.099517,Ps,11.2739,0.510066,0.0342913,0.00173034,Sp
34.75,-115.75,8.1843,0.25388,0.172886,0.0848325,Ps,11.6404,0.706554,0.0342077,0.00253985,Sp
35,-115.75,8.4305,0.194364,0.178335,0.0924861,Ps,11.8057,0.192447,0.0368854,0.00270934,Sp
35.25,-115.75,8.45729,0.18422,0.173047,0.0803267,Ps,11.327,0.191841,0.0435732,0.00275623,Sp
35.5,-115.75,8.46335,0.253986,0.173454,0.0609128,Ps,11.0785,0.0956206,0.04601,0.00141008,Sp
35.75,-115.75,8.96761,0.312093,0.214151,0.0704006,Ps,10.9342,0.15889,0.0435335,0.00384926,Sp
36,-115.75,9.33213,0.319017,0.208435,0.0733729,Ps,10.7638,0.318235,0.0366495,0.0041099,Sp
36.25,-115.75,9.55984,0.436657,0.171797,0.06532,Ps,11.1135,0.478655,0.0353308,0.00397537,Sp
36.5,-115.75,10.0287,0.376494,0.154325,0.0644177,Ps,11.3728,0.095994,0.0367549,0.00200051,Sp
36.75,-115.75,10.4592,0.437329,0.157098,0.0667819,Ps,11.423,0.126629,0.0394807,0.00661607,Sp
37,-115.75,10.6312,0.423371,0.147776,0.0694817,Ps,11.1515,0.282537,0.0606759,0.00950025,Sp
37.25,-115.75,9.93433,0.428892,0.159238,0.0766583,Ps,10.3715,0.562146,0.0698108,0.00545811,Sp
37.5,-115.75,9.81669,0.502511,0.144526,0.0772553,Ps,9.24983,0.468992,0.0566314,0.014209,Sp
37.75,-115.75,9.70096,0.440654,0.139354,0.079187,Ps,10.0202,1.04167,0.0330387,0.00877014,Sp
38,-115.75,9.91361,0.375272,0.162171,0.0804894,Ps,10.7897,0.730352,0.0293086,0.00895629,Sp
38.25,-115.75,9.85931,0.374547,0.154732,0.0814638,Ps,10.2224,0.542305,0.0449765,0.0109604,Sp
38.5,-115.75,10.0082,0.316013,0.159482,0.0725691,Ps,9.90151,1.08642,0.0361619,0.00991092,Sp
38.75,-115.75,10.353,0.311691,0.171613,0.0599661,Ps,11.4675,1.08369,0.0263416,0.00822357,Sp
39,-115.75,10.3506,0.368425,0.170069,0.0618195,Ps,10.4755,0.700747,0.0341015,0.00554472,Sp
39.25,-115.75,10.1458,0.371082,0.16623,0.0779484,Ps,10.3609,1.0198,0.0354387,0.00183649,Sp
39.5,-115.75,10.0123,0.428943,0.179694,0.089008,Ps,12.3919,1.243,0.035895,0.00337273,Sp
39.75,-115.75,9.86372,0.429232,0.167496,0.0921691,Ps,12.9222,0.350137,0.0402637,0.0029465,Sp
40,-115.75,9.54692,0.371703,0.14391,0.091774,Ps,12.8269,0.222122,0.0412013,0.00247274,Sp
40.25,-115.75,9.5508,0.370951,0.138542,0.0850452,Ps,12.5312,0.252871,0.0424488,0.00283102,Sp
40.5,-115.75,9.90122,0.367509,0.131855,0.0648718,Ps,12.1272,0.220911,0.0483779,0.00542587,Sp
40.75,-115.75,10.441,0.364557,0.153665,0.0441283,Ps,11.9994,0.0953364,0.0562797,0.00334733,Sp
41,-115.75,10.0823,0.613823,0.136506,0.0473254,Ps,11.9284,0.0957355,0.0564321,0.00276223,Sp
41.25,-115.75,9.66036,0.75159,0.097918,0.0455671,Ps,11.8941,0.543418,0.0507995,0.00884276,Sp
41.5,-115.75,9.38418,0.888441,0.0815514,0.0282152,Ps,10.1898,1.12048,0.0326198,0.0076585,Sp
41.75,-115.75,10.1237,0.946518,0.0868544,0.0289481,Ps,9.47043,0.0954137,0.0335037,0.00406452,Sp
42,-115.75,10.9063,0.883,0.0757094,0.0236057,Ps,9.83266,0.284692,0.0407026,0.00523112,Sp
42.25,-115.75,11.0602,0.759159,0.0687668,0.0220568,Ps,10.3695,0.314533,0.0443716,0.00396658,Sp
42.5,-115.75,10.9095,0.760677,0.06887,0.0193362,Ps,10.4877,0.470595,0.0448524,0.0048762,Sp
42.75,-115.75,10.9192,0.700759,0.0750868,0.0240501,Ps,10.0344,0.533174,0.0429263,0.00637962,Sp
43,-115.75,10.6348,0.567012,0.0688074,0.0240943,Ps,11.2054,0.532614,0.0355953,0.00389092,Sp
43.25,-115.75,10.6521,0.627513,0.0662792,0.0265013,Ps,11.4291,0.156383,0.0325603,0.00442502,Sp
43.5,-115.75,10.6758,0.686597,0.0706061,0.0237875,Ps,10.8477,0.62329,0.0254581,0.00488579,Sp
43.75,-115.75,10.0544,0.757171,0.0633554,0.0222984,Ps,10.5227,0.926493,0.0212939,0.00175492,Sp
44,-115.75,9.95575,0.82276,0.0594575,0.0249599,Ps,11.465,0.368951,0.0269333,0.00618586,Sp
44.25,-115.75,10.2412,0.751609,0.0724353,0.0379713,Ps,11.2076,0.2145,0.0380335,0.00403375,Sp
44.5,-115.75,10.238,0.622271,0.0768472,0.0418238,Ps,10.9,0.152935,0.0396591,0.00323791,Sp
44.75,-115.75,10.2271,0.621658,0.0769527,0.0441751,Ps,10.9598,0.122474,0.0359659,0.00440541,Sp
45,-115.75,10.3452,0.623341,0.0845445,0.0467383,Ps,11.0915,0.0613532,0.03228,0.0041042,Sp
33,-115.5,7.70702,0.302532,0.0703644,0.0465533,Ps,11.1663,0.610867,0.0299055,0.00152005,Sp
33.25,-115.5,7.855,0.310007,0.112136,0.0590119,Ps,11.399,0.641351,0.0319027,0.00536622,Sp
33.5,-115.5,8.00663,0.248438,0.157167,0.0873236,Ps,11.7515,0.12778,0.0441448,0.00566734,Sp
33.75,-115.5,8.03715,0.249625,0.174861,0.101327,Ps,11.7786,0.158826,0.0480143,0.00453694,Sp
34,-115.5,8.30278,0.377466,0.199455,0.103262,Ps,11.3165,0.317078,0.0460858,0.00393589,Sp
34.25,-115.5,8.29165,0.376468,0.172365,0.103725,Ps,11.0261,0.158672,0.0400746,0.00492936,Sp
34.5,-115.5,8.51524,0.375104,0.152382,0.0911438,Ps,10.8465,0.605661,0.0314219,0.0045965,Sp
34.75,-115.5,8.2717,0.379992,0.162095,0.095591,Ps,11.7234,0.801343,0.0300571,0.00277376,Sp
35,-115.5,8.5293,0.377445,0.170186,0.0968539,Ps,11.7094,0.160158,0.0353482,0.00508475,Sp
35.25,-115.5,8.73064,0.318249,0.168898,0.0826189,Ps,11.3942,0.0959001,0.0441663,0.00288101,Sp
35.5,-115.5,8.73181,0.251619,0.177938,0.0816239,Ps,11.2815,0.0956979,0.0478393,0.00131204,Sp
35.75,-115.5,9.11487,0.251278,0.224131,0.0664929,Ps,10.9621,0.414065,0.0468202,0.00293551,Sp
36,-115.5,9.2458,0.319948,0.211075,0.06581,Ps,10.0648,0.573886,0.0451363,0.00489667,Sp
36.25,-115.5,9.51884,0.43561,0.157945,0.0595728,Ps,10.0384,0.638267,0.044107,0.00590668,Sp
36.5,-115.5,10.0142,0.445828,0.137067,0.054882,Ps,10.7957,0.639259,0.0369235,0.0053051,Sp
36.75,-115.5,9.85287,0.500893,0.141255,0.0651156,Ps,11.0898,0.444863,0.0365079,0.00710091,Sp
37,-115.5,9.89564,0.429771,0.146521,0.0746682,Ps,10.687,0.284264,0.0523061,0.00970915,Sp
37.25,-115.5,9.68463,0.4308,0.165623,0.0798078,Ps,10.4154,0.534637,0.0600121,0.00676725,Sp
37.5,-115.5,9.79986,0.375972,0.153281,0.0873044,Ps,9.29119,0.566603,0.0519202,0.00839012,Sp
37.75,-115.5,9.82858,0.445008,0.146844,0.0852814,Ps,10.5145,0.950224,0.0400883,0.00664691,Sp
38,-115.5,9.90452,0.443378,0.164935,0.083393,Ps,11.017,0.222603,0.0474895,0.0101407,Sp
38.25,-115.5,9.64882,0.375177,0.154225,0.0816607,Ps,10.5121,0.414479,0.0537169,0.00645687,Sp
38.5,-115.5,9.78837,0.374102,0.157744,0.0793326,Ps,10.3203,0.478608,0.0385179,0.0130436,Sp
38.75,-115.5,10.3361,0.367716,0.16385,0.0620907,Ps,10.5485,0.762448,0.025462,0.00315204,Sp
39,-115.5,10.3264,0.36794,0.156687,0.0625729,Ps,10.3819,0.921617,0.0328795,0.00569748,Sp
39.25,-115.5,10.061,0.370688,0.155996,0.0790596,Ps,11.7901,1.65312,0.036161,0.00992279,Sp
39.5,-115.5,9.94435,0.315007,0.170162,0.0905859,Ps,13.9354,0.699013,0.0507433,0.00904878,Sp
39.75,-115.5,9.78596,0.371335,0.159132,0.0940295,Ps,13.5937,0.317611,0.0480784,0.0045164,Sp
40,-115.5,9.53364,0.371171,0.144292,0.0954081,Ps,13.2585,0.221716,0.043954,0.0038069,Sp
40.25,-115.5,9.52893,0.370259,0.139923,0.0901123,Ps,12.9006,0.220955,0.0407829,0.00578363,Sp
40.5,-115.5,9.71675,0.302291,0.135029,0.0688412,Ps,12.3715,0.346821,0.0372366,0.00874971,Sp
40.75,-115.5,10.0983,0.423354,0.144773,0.0505467,Ps,12.0097,0.222007,0.0477697,0.00786498,Sp
41,-115.5,9.88617,0.549075,0.1292,0.0511028,Ps,11.9653,0.190902,0.0500649,0.00503507,Sp
41.25,-115.5,9.74096,0.748079,0.0922098,0.0407499,Ps,11.9197,0.509873,0.0427405,0.0081747,Sp
41.5,-115.5,9.58864,0.88185,0.077652,0.0267015,Ps,9.77964,1.11782,0.033199,0.00550318,Sp
41.75,-115.5,10.2287,0.943755,0.0825233,0.024624,Ps,9.51686,0.0952864,0.0368634,0.00446795,Sp
42,-115.5,10.8939,0.942778,0.0739623,0.0220862,Ps,9.6968,0.347551,0.039257,0.00185861,Sp
42.25,-115.5,11.0433,0.884549,0.0691756,0.0209955,Ps,10.6145,0.345612,0.0381739,0.00328838,Sp
42.5,-115.5,10.9081,0.82781,0.0614656,0.0179847,Ps,10.8611,0.375863,0.0360272,0.00481065,Sp
42.75,-115.5,10.7795,0.763181,0.0629965,0.0213512,Ps,11.2179,0.563439,0.0350988,0.00408073,Sp
43,-115.5,10.6243,0.632284,0.0610188,0.0237312,Ps,11.4356,0.594854,0.0334257,0.0029798,Sp
43.25,-115.5,10.5005,0.628466,0.0564485,0.0256276,Ps,11.4886,0.907177,0.0268002,0.00356243,Sp
43.5,-115.5,10.5318,0.75401,0.0654468,0.0244546,Ps,9.96978,1.06113,0.0230693,0.00169447,Sp
43.75,-115.5,9.65854,0.762649,0.0668129,0.0144116,Ps,10.7239,0.650593,0.0242046,0.00422042,Sp
44,-115.5,9.82173,0.820193,0.0642899,0.0197368,Ps,11.1209,0.27777,0.0346689,0.00635812,Sp
44.25,-115.5,10.4092,0.685116,0.0742744,0.0379492,Ps,10.8822,0.184596,0.04243,0.00382024,Sp
44.5,-115.5,10.6835,0.617727,0.0798565,0.0412948,Ps,10.942,0.0613899,0.0440449,0.00184253,Sp
44.75,-115.5,10.5244,0.560722,0.07993,0.0442568,Ps,11.0711,0.0614228,0.0409634,0.00213237,Sp
45,-115.5,10.3882,0.501249,0.087041,0.0486702,Ps,11.1402,0.0923028,0.0409634,0.00373619,Sp
32.75,-115.25,7.31151,0.301065,0.0601339,0.0404488,Ps,10.8937,0,0.0231824,0,Sp
33,-115.25,7.38007,0.304058,0.0607136,0.048402,Ps,10.9502,0.159506,0.0305697,0.00298522,Sp
33.25,-115.25,7.56086,0.302389,0.0952472,0.0577013,Ps,11.1712,0.254233,0.0340483,0.00400418,Sp
33.5,-115.25,7.874,0.247522,0.150197,0.0797297,Ps,11.5206,0.158222,0.046577,0.0065644,Sp
33.75,-115.25,8.02617,0.316227,0.168361,0.105177,Ps,11.5791,0.0948081,0.0532527,0.00299703,Sp
34,-115.25,8.13017,0.307634,0.167783,0.0971897,Ps,11.21,0.221711,0.049499,0.00501699,Sp
34.25,-115.25,8.12434,0.433387,0.145779,0.0976268,Ps,11.0501,0.190609,0.0405361,0.00559947,Sp
34.5,-115.25,8.51244,0.441445,0.14187,0.083466,Ps,11.4904,0.477507,0.0301812,0.00350442,Sp
34.75,-115.25,8.54932,0.442917,0.147152,0.0902121,Ps,11.8917,0.4138,0.0293327,0.00283162,Sp
35,-115.25,8.67194,0.442904,0.15819,0.0841812,Ps,11.5308,0.254459,0.0344138,0.00471697,Sp
35.25,-115.25,8.81987,0.305367,0.156485,0.0642752,Ps,11.4386,0.0318074,0.0440146,0.00385785,Sp
35.5,-115.25,8.76586,0.307385,0.171252,0.0658874,Ps,11.4058,0.127288,0.0483878,0.00146738,Sp
35.75,-115.25,9.10959,0.250832,0.211769,0.0595002,Ps,10.9814,0.414059,0.0469641,0.00432301,Sp
36,-115.25,9.10556,0.308202,0.207812,0.0560781,Ps,9.57764,0.510089,0.0437261,0.00591173,Sp
36.25,-115.25,9.61997,0.445234,0.149571,0.0494545,Ps,9.46089,0.19122,0.0431975,0.00715314,Sp
36.5,-115.25,9.83881,0.438565,0.129283,0.0471143,Ps,10.3195,1.14768,0.0340698,0.00652618,Sp
36.75,-115.25,9.46419,0.442686,0.131349,0.0624693,Ps,11.5022,0.892844,0.0325102,0.00438171,Sp
37,-115.25,9.76838,0.440662,0.148574,0.0783022,Ps,10.472,0.636696,0.0446644,0.00803002,Sp
37.25,-115.25,9.70253,0.373308,0.172558,0.0834404,Ps,10.0453,0.573328,0.0487996,0.00604722,Sp
37.5,-115.25,9.92858,0.37477,0.166963,0.0872063,Ps,9.48061,0.605845,0.0470193,0.00494647,Sp
37.75,-115.25,9.95335,0.375754,0.162936,0.0844095,Ps,10.7104,0.606196,0.047836,0.00744759,Sp
38,-115.25,9.66478,0.37577,0.164738,0.0884664,Ps,10.9958,0.0955243,0.0573312,0.00582841,Sp
38.25,-115.25,9.63871,0.374837,0.156385,0.0918953,Ps,11.0377,0.285851,0.0593205,0.0032785,Sp
38.5,-115.25,9.76906,0.372974,0.150826,0.0869688,Ps,11.0299,0.348457,0.0381502,0.0117623,Sp
38.75,-115.25,10.165,0.306671,0.140989,0.0658664,Ps,10.8059,0.472599,0.0318058,0.00491579,Sp
39,-115.25,10.3958,0.365507,0.118134,0.0581778,Ps,10.1451,1.45638,0.0388656,0.00883022,Sp
39.25,-115.25,9.89927,0.370333,0.131653,0.0815499,Ps,13.6118,1.86814,0.0545619,0.00860902,Sp
39.5,-115.25,9.54768,0.374705,0.154158,0.0860391,Ps,13.8629,0.381377,0.0556295,0.00438129,Sp
39.75,-115.25,9.64718,0.372416,0.153958,0.0968527,Ps,13.5763,0.25432,0.0487861,0.00469936,Sp
40,-115.25,9.521,0.37058,0.142203,0.0910372,Ps,13.2517,0.190445,0.0407829,0.00697018,Sp
40.25,-115.25,9.50708,0.368569,0.137613,0.0834498,Ps,12.9727,0.316733,0.0300214,0.00507475,Sp
40.5,-115.25,9.67574,0.367694,0.131325,0.0677632,Ps,12.2631,0.443291,0.0291444,0.00436833,Sp
40.75,-115.25,9.56169,0.369727,0.120966,0.0607849,Ps,11.742,0.316777,0.0386538,0.00486467,Sp
41,-115.25,9.53494,0.560409,0.113552,0.0532017,Ps,11.3425,0.285143,0.0400138,0.00431131,Sp
41.25,-115.25,9.68807,0.679101,0.0834236,0.0426405,Ps,10.9698,0.602191,0.0388283,0.00410357,Sp
41.5,-115.25,9.77424,0.871814,0.0695745,0.0362638,Ps,9.72723,0.571464,0.0401381,0.00507734,Sp
41.75,-115.25,10.1442,0.942216,0.0770021,0.027615,Ps,9.46515,0.126679,0.0398532,0.00400921,Sp
42,-115.25,10.8767,1.00668,0.072802,0.0251646,Ps,9.66516,0.189114,0.0386438,0.00271932,Sp
42.25,-115.25,11.0173,0.947934,0.0700951,0.0231689,Ps,10.2241,0.376316,0.0327469,0.00348578,Sp
42.5,-115.25,10.7834,0.892827,0.0491427,0.0172583,Ps,11.0332,0.468286,0.0300554,0.00276804,Sp
42.75,-115.25,10.6521,0.828171,0.0483791,0.0198564,Ps,11.4366,0.405725,0.033604,0.00328356,Sp
43,-115.25,10.4828,0.632731,0.0551069,0.0220139,Ps,12.3459,0.500016,0.0324544,0.00273763,Sp
43.25,-115.25,10.3489,0.690095,0.044866,0.0245839,Ps,12.6045,0.156353,0.0267313,0.00368826,Sp
43.5,-115.25,10.2543,0.691086,0.0596168,0.023515,Ps,12.0472,1.24967,0.0223249,0.00200644,Sp
43.75,-115.25,9.25924,0.767993,0.0725655,0.0178358,Ps,11.5484,0.716183,0.0260579,0.00506965,Sp
44,-115.25,9.82537,0.760243,0.0681516,0.0193517,Ps,11.215,0.21728,0.0380303,0.00484558,Sp
44.25,-115.25,10.6981,0.686851,0.0743823,0.0374129,Ps,11.0144,0.123893,0.0437151,0.00197015,Sp
44.5,-115.25,11.0089,0.613133,0.0817864,0.0323033,Ps,11.0455,0.0928144,0.0450697,0.00134218,Sp
44.75,-115.25,10.8496,0.557634,0.082253,0.0414875,Ps,11.266,0.154865,0.0428887,0.00115203,Sp
45,-115.25,10.4254,0.37615,0.0897507,0.0529467,Ps,11.376,0.185996,0.0450783,0.00218554,Sp
32.75,-115,7.39536,0.307491,0.059762,0.0452313,Ps,10.5513,0.15908,0.0239504,0.00406527,Sp
33,-115,7.20063,0.302613,0.0657494,0.0543907,Ps,10.5693,0.285572,0.0316987,0.0044402,Sp
33.25,-115,7.48487,0.30279,0.0936144,0.0725606,Ps,11.111,0.316311,0.0348443,0.00250576,Sp
33.5,-115,7.8031,0.30467,0.144892,0.0778014,Ps,11.2864,0.157683,0.0425475,0.00706087,Sp
33.75,-115,8.06819,0.314197,0.160407,0.0904951,Ps,11.427,0.18954,0.0542311,0.00414259,Sp
34,-115,8.11107,0.306803,0.156732,0.0954778,Ps,11.2717,0.190101,0.0496683,0.00466114,Sp
34.25,-115,8.11495,0.432735,0.143811,0.0977287,Ps,11.0327,0.190571,0.0457094,0.00466914,Sp
34.5,-115,8.50984,0.440519,0.148317,0.0886518,Ps,11.5918,0.381491,0.0400679,0.00625776,Sp
34.75,-115,8.5869,0.372977,0.149883,0.0888172,Ps,11.8711,0.190352,0.0370238,0.00456787,Sp
35,-115,8.69291,0.373335,0.155321,0.0815839,Ps,11.4992,0.221776,0.0376488,0.0025407,Sp
35.25,-115,9.03473,0.368598,0.147267,0.0536047,Ps,11.4155,0.0633621,0.0423482,0.00457071,Sp
35.5,-115,8.87891,0.248332,0.163668,0.0622269,Ps,11.4569,0.158509,0.0487956,0.00366196,Sp
35.75,-115,9.07527,0.248783,0.173469,0.060914,Ps,11.0477,0.413309,0.0444285,0.00477546,Sp
36,-115,9.08807,0.308197,0.189977,0.0570276,Ps,10.0215,0.572928,0.0378744,0.00433721,Sp
36.25,-115,9.20965,0.437419,0.143036,0.0500153,Ps,9.44813,0.572809,0.0316369,0.00486164,Sp
36.5,-115,9.3385,0.506908,0.122573,0.0492678,Ps,10.1064,1.11359,0.0316369,0.00461896,Sp
36.75,-115,9.16349,0.448303,0.123429,0.0646208,Ps,10.1309,1.08164,0.033842,0.00594867,Sp
37,-115,9.50638,0.444406,0.149364,0.0723904,Ps,9.82248,0.668948,0.0408654,0.00527529,Sp
37.25,-115,9.7043,0.442024,0.172747,0.0811075,Ps,9.65444,0.478886,0.04359,0.00578225,Sp
37.5,-115,9.95786,0.375244,0.17999,0.0787486,Ps,9.99277,0.607956,0.0457815,0.0067371,Sp
37.75,-115,9.96739,0.375774,0.178349,0.0789178,Ps,10.5876,0.319943,0.0552254,0.00280406,Sp
38,-115,9.65847,0.433345,0.171316,0.0900869,Ps,10.9984,0.223126,0.0585604,0.00217351,Sp
38.25,-115,9.74524,0.374365,0.172082,0.0956672,Ps,11.2871,0.285431,0.0594122,0.00309841,Sp
38.5,-115,9.87348,0.314797,0.15979,0.0892818,Ps,11.5223,0.315653,0.0496667,0.00858804,Sp
38.75,-115,10.2472,0.309565,0.132813,0.0678205,Ps,10.7838,0.597187,0.0381502,0.00430711,Sp
39,-115,10.4777,0.364236,0.0965699,0.0501585,Ps,10.1356,0.728021,0.0406326,0.00706501,Sp
39.25,-115,9.86778,0.369745,0.122889,0.0765833,Ps,11.8327,1.42967,0.0541545,0.00533539,Sp
39.5,-115,9.42292,0.375864,0.149748,0.0679402,Ps,12.7075,0.605584,0.0516694,0.00550325,Sp
39.75,-115,9.49485,0.372938,0.145482,0.0903977,Ps,12.9969,0.35007,0.0414874,0.00501663,Sp
40,-115,9.4557,0.369335,0.136526,0.0832748,Ps,12.7943,0.445237,0.0357138,0.00325913,Sp
40.25,-115,9.44069,0.365568,0.12822,0.07667,Ps,12.2715,0.285975,0.03236,0.00354098,Sp
40.5,-115,9.50057,0.4245,0.121921,0.0737879,Ps,12.2582,0.253937,0.0378478,0.00751699,Sp
40.75,-115,9.22175,0.428993,0.106131,0.0457857,Ps,11.5855,0.443487,0.0405379,0.00445224,Sp
41,-115,9.33748,0.617766,0.102768,0.0476307,Ps,11.0039,0.506306,0.0372472,0.0045121,Sp
41.25,-115,9.76503,0.613572,0.0853779,0.044305,Ps,10.1823,0.569297,0.0367731,0.00598031,Sp
41.5,-115,9.85628,0.797755,0.0708365,0.0386014,Ps,9.19536,0.411491,0.0469688,0.00591993,Sp
41.75,-115,10.1173,0.868862,0.0898659,0.0351899,Ps,9.42547,0.252917,0.0425679,0.006706,Sp
42,-115,10.8518,0.940892,0.0838021,0.028385,Ps,9.71076,0.252069,0.0357929,0.00440434,Sp
42.25,-115,10.9942,0.943668,0.0791139,0.0265828,Ps,10.0381,0.1884,0.0329239,0.00532817,Sp
42.5,-115,10.7808,0.893895,0.0479578,0.0222,Ps,10.2239,0.532009,0.0303963,0.00544164,Sp
42.75,-115,10.7844,0.766624,0.0451014,0.0247654,Ps,11.443,0.656597,0.0303963,0.00301943,Sp
43,-115,10.6201,0.759408,0.0548663,0.0247215,Ps,12.1093,0.406971,0.0320587,0.00259728,Sp
43.25,-115,10.4865,0.694053,0.0439628,0.0186878,Ps,12.3546,0.281753,0.0272365,0.00485122,Sp
43.5,-115,10.4154,0.693586,0.0578904,0.016353,Ps,12.3803,0.281242,0.0222733,0.00272334,Sp
43.75,-115,9.40577,0.639772,0.070697,0.0162022,Ps,12.1119,0.374195,0.0241625,0.00463293,Sp
44,-115,9.98335,0.69513,0.0653126,0.0110936,Ps,11.5951,0.342309,0.0332051,0.00590447,Sp
44.25,-115,10.8559,0.622088,0.0724943,0.0313796,Ps,11.143,0.124217,0.0399951,0.00475643,Sp
44.5,-115,11.3,0.550669,0.0837215,0.0275533,Ps,11.089,0.155037,0.0420284,0.00305858,Sp
44.75,-115,11.0075,0.426671,0.0824991,0.0362014,Ps,11.5059,0.279111,0.0428159,0.00166925,Sp
45,-115,10.5433,0.440667,0.090408,0.0447094,Ps,11.771,0.155165,0.0450783,0.00163658,Sp
32.75,-114.75,7.58652,0.246624,0.0972052,0.0715788,Ps,10.6822,0.221667,0.0228505,0.00186195,Sp
33,-114.75,7.33428,0.309337,0.0808291,0.0702681,Ps,10.4821,0.253025,0.0317408,0.00462419,Sp
33.25,-114.75,7.46532,0.308899,0.101077,0.0776766,Ps,10.8396,0.347379,0.0353527,0.002961,Sp
33.5,-114.75,7.87737,0.303179,0.133671,0.0785528,Ps,11.0796,0.346805,0.0431054,0.00446077,Sp
33.75,-114.75,8.15621,0.301441,0.134896,0.0747867,Ps,11.0372,0.442865,0.0468963,0.00579764,Sp
