lat,lon,ttMoho,ttMohostd,dvMoho,dvMohostd,typeMoho,ttLAB,ttLABstd,ampLAB,ampLABstd,typeLAB
32.75,-108.5,9.91741,0.620208,0.176666,0.0842375,Ps,11.4933,0.66975,0.0482814,0.00399497,Sp
33,-108.5,10.2465,0.497637,0.173569,0.104072,Ps,11.5329,0.255312,0.0483938,0.00209989,Sp
33.25,-108.5,10.395,0.42893,0.172197,0.104164,Ps,10.8388,0.958179,0.0474438,0.0063666,Sp
33.5,-108.5,10.636,0.370397,0.177808,0.0958852,Ps,9.85549,0.415256,0.0535325,0.00822827,Sp
33.75,-108.5,10.9351,0.302789,0.190762,0.100506,Ps,9.94648,0.191949,0.0544367,0.00723572,Sp
34,-108.5,11.0714,0.494066,0.193779,0.0916765,Ps,10.2887,0.288288,0.0414628,0.00927295,Sp
34.25,-108.5,11.6725,0.560311,0.135385,0.0671067,Ps,10.1782,0.769152,0.0352689,0.00607669,Sp
34.5,-108.5,12.0258,0.622812,0.108293,0.0515532,Ps,9.24562,1.53626,0.0361063,0.00842342,Sp
34.75,-108.5,11.853,0.62222,0.0951259,0.0448442,Ps,9.80154,1.14509,0.0272318,0.00626005,Sp
35,-108.5,11.4281,0.622206,0.0776277,0.0352475,Ps,9.14875,0.536544,0.0277128,0.00371315,Sp
35.25,-108.5,11.3744,0.496794,0.0770748,0.0332949,Ps,8.96109,2.03819,0.0250587,0.00479155,Sp
35.5,-108.5,12.0915,0.428523,0.0724188,0.0365026,Ps,12.5517,0,0.0213779,0.00103436,Sp
35.75,-108.5,12.4571,0.479667,0.0781702,0.038367,Ps,13.1099,0.981808,0.021679,0.00242543,Sp
36,-108.5,12.5697,0.422602,0.0777157,0.0383485,Ps,12.9299,0.737199,0.0246176,0.00318996,Sp
36.25,-108.5,12.9637,0.535768,0.074811,0.0348105,Ps,12.9326,0.802136,0.0248897,0.00368084,Sp
36.5,-108.5,13.0938,0.652645,0.069416,0.0301379,Ps,13.1305,0.310835,0.0283728,0.00516583,Sp
36.75,-108.5,13.0705,0.721756,0.0471776,0.0248332,Ps,13.1028,0.219045,0.0308819,0.00480518,Sp
37,-108.5,13.3258,0.598916,0.0569446,0.0248856,Ps,13.1264,0.125456,0.0309104,0.00305167,Sp
37.25,-108.5,13.2498,0.602246,0.0871341,0.0342574,Ps,13.2396,0.0943666,0.0280974,0.00338941,Sp
37.5,-108.5,12.9308,0.610626,0.0810584,0.0410169,Ps,13.3448,0.0946083,0.0303512,0.00527238,Sp
37.75,-108.5,12.9682,0.738209,0.0881646,0.0431943,Ps,13.3251,0.940669,0.0266527,0.00485551,Sp
38,-108.5,12.9907,0.80095,0.0815476,0.043279,Ps,11.1887,1.45976,0.0272737,0.00602782,Sp
38.25,-108.5,12.8924,0.980891,0.0690038,0.0411609,Ps,10.9698,0.308617,0.0308373,0.00698882,Sp
38.5,-108.5,13.2204,1.04986,0.0826453,0.0378955,Ps,11.3841,0.555003,0.0254323,0.00454849,Sp
38.75,-108.5,13.2188,1.17089,0.0560444,0.0331542,Ps,12.2644,0.336763,0.0259802,0.0026232,Sp
39,-108.5,12.9964,1.3004,0.0392349,0.0318444,Ps,12.553,0.274282,0.0282443,0.00495889,Sp
39.25,-108.5,12.9772,1.10699,0.0475425,0.0314026,Ps,12.8584,0.182226,0.0373272,0.00488069,Sp
39.5,-108.5,13.1096,1.1657,0.04477,0.0232026,Ps,12.9712,0.151577,0.0373272,0.00413744,Sp
39.75,-108.5,13.3943,1.15743,0.0472278,0.021751,Ps,13.5577,0.273819,0.0294762,0.00474107,Sp
40,-108.5,14.3503,1.09353,0.0387707,0.0201436,Ps,14.2631,0.305075,0.0244765,0.00249169,Sp
40.25,-108.5,14.4857,1.09155,0.0370947,0.0188679,Ps,14.5447,0.12241,0.0233474,0.00214699,Sp
40.5,-108.5,14.278,1.08134,0.0420548,0.0176251,Ps,14.5921,1.16512,0.0204678,0.000480496,Sp
40.75,-108.5,14.2956,1.0676,0.0474565,0.0145544,Ps,12.1471,0.0923619,0.0260748,0.00348946,Sp
41,-108.5,13.9338,1.07277,0.0461886,0.0137823,Ps,12.1729,0.184459,0.0307115,0.00328713,Sp
41.25,-108.5,13.2525,1.08003,0.0426463,0.00297645,Ps,12.3098,0.214794,0.0273203,0.00386095,Sp
41.5,-108.5,13.2138,1.25483,0.0465208,0.00995975,Ps,11.838,0.429138,0.0242447,0.00190524,Sp
41.75,-108.5,13.1386,1.31666,0.0389364,0.0131219,Ps,10.7909,0.305525,0.0237355,0.00114953,Sp
42.5,-108.5,14.0338,1.0692,0.0687638,0.0181297,Ps,10.7342,0.809684,0.0214806,0.00225276,Sp
42.75,-108.5,14.123,1.13283,0.0660976,0.0157697,Ps,10.3296,0.119419,0.0225415,0.00150022,Sp
43,-108.5,13.6888,1.02456,0.0639031,0.0086193,Ps,12.0671,0.0300183,0.0220658,0.000774571,Sp
43.25,-108.5,13.6192,1.09002,0.0687313,0.00520533,Ps,12.1502,0.0605145,0.022911,0.00171341,Sp
43.5,-108.5,13.596,0.963253,0.0687595,0.00805875,Ps,12.1765,0.0305967,0.0216202,0.00154128,Sp
43.75,-108.5,14.2391,0.956473,0.0646013,0.0244844,Ps,14.3581,0.216706,0.0222877,0.00133779,Sp
44,-108.5,14.4704,0.834521,0.0637238,0.0287136,Ps,14.2972,0.216343,0.0218052,0.00150678,Sp
44.5,-108.5,13.5736,0.706656,0.0663093,0.0240985,Ps,13.0301,0.0611691,0.021337,0.00126012,Sp
44.75,-108.5,14.3091,0.696386,0.0767013,0.0317123,Ps,12.8745,0.0608263,0.0323118,0.0031175,Sp
45,-108.5,13.4706,0.637728,0.0708217,0.0271367,Ps,12.8822,0.395749,0.0363678,0.004209,Sp
31.5,-108.25,9.78539,0.371831,0.131165,0.0754104,Ps,10.8525,0.256047,0.0554447,0.00490497,Sp
31.75,-108.25,9.95674,0.429891,0.151599,0.0702568,Ps,11.2663,0.287354,0.0502104,0.00438068,Sp
32,-108.25,10.3822,0.615038,0.141527,0.0725165,Ps,11.685,0.446919,0.0475445,0.00336632,Sp
32.25,-108.25,10.3652,0.609509,0.129727,0.0754149,Ps,12.1966,0.351157,0.0449418,0.00628148,Sp
32.5,-108.25,10.4664,0.67413,0.131715,0.0804152,Ps,11.4849,0.446827,0.0395907,0.00538394,Sp
32.75,-108.25,10.2657,0.614182,0.149522,0.0910538,Ps,11.8439,0.448391,0.0418993,0.00499542,Sp
33,-108.25,10.3781,0.497496,0.174663,0.117481,Ps,11.9959,0.224443,0.0432344,0.00462812,Sp
33.25,-108.25,10.4232,0.24844,0.197458,0.135923,Ps,11.3951,0.994194,0.0376915,0.00691519,Sp
33.5,-108.25,10.6972,0.315716,0.210988,0.130079,Ps,10.2096,0.480999,0.040112,0.00944177,Sp
33.75,-108.25,11.0054,0.24686,0.218606,0.129751,Ps,10.2847,0.192656,0.0439083,0.00875561,Sp
34,-108.25,11.2155,0.438597,0.219157,0.119499,Ps,10.5586,0.225062,0.0359705,0.00656549,Sp
34.25,-108.25,11.6598,0.493394,0.154247,0.079226,Ps,10.8354,1.06288,0.0282156,0.00415778,Sp
34.5,-108.25,12.0308,0.688352,0.107605,0.0554181,Ps,11.8644,1.48407,0.0252668,0.00401206,Sp
34.75,-108.25,11.7879,0.556719,0.103647,0.0518118,Ps,10.3165,1.09001,0.0261245,0.00100365,Sp
35,-108.25,11.4383,0.689334,0.084732,0.0427124,Ps,10.2535,1.56118,0.0265753,0.0028381,Sp
35.25,-108.25,11.3707,0.557072,0.0844048,0.0395754,Ps,13.1329,2.21065,0.0265534,0.00322639,Sp
35.5,-108.25,12.0933,0.423345,0.0829555,0.0432382,Ps,13.5873,0.15591,0.0221925,0.00142896,Sp
35.75,-108.25,12.6144,0.542574,0.0861098,0.0430199,Ps,13.2239,0.0927372,0.0251653,0.00558052,Sp
36,-108.25,12.632,0.359904,0.0833539,0.0412607,Ps,13.3334,0.0929074,0.0310452,0.00722423,Sp
36.25,-108.25,12.9831,0.592544,0.0735082,0.0346448,Ps,13.333,0.279713,0.0322978,0.00610855,Sp
36.5,-108.25,13.1306,0.591229,0.0662043,0.0291494,Ps,13.1466,0.343582,0.0349505,0.00577621,Sp
36.75,-108.25,13.3399,0.534112,0.0481145,0.0226755,Ps,13.0565,0.156524,0.0379961,0.00467108,Sp
37,-108.25,13.7042,0.535162,0.0507123,0.0217217,Ps,13.1336,0.0628805,0.0371797,0.00401439,Sp
37.25,-108.25,13.3651,0.422443,0.0813022,0.0324956,Ps,13.232,0.158689,0.0378194,0.00552759,Sp
37.5,-108.25,13.0911,0.612131,0.0836867,0.0421782,Ps,13.4829,0.160352,0.0409516,0.00485708,Sp
37.75,-108.25,13.1524,0.676273,0.0935659,0.0456827,Ps,13.2476,0.419763,0.035347,0.00625502,Sp
38,-108.25,13.0576,0.798637,0.0915803,0.0516905,Ps,11.9793,0.668987,0.0356386,0.0047234,Sp
38.25,-108.25,13.0649,0.920073,0.0882514,0.0545474,Ps,11.3921,0.188252,0.0384527,0.00443189,Sp
38.5,-108.25,13.6571,1.05857,0.112345,0.0486462,Ps,11.3805,0.124097,0.0315969,0.00587286,Sp
38.75,-108.25,13.5772,1.18161,0.0605098,0.0387483,Ps,11.6731,0.490285,0.0233565,0.00192638,Sp
39,-108.25,13.201,1.18004,0.0379062,0.0357702,Ps,12.8551,0.183707,0.0285375,0.00569201,Sp
39.25,-108.25,13.3667,1.17216,0.0476047,0.0340924,Ps,13.0366,0.0612268,0.0341566,0.00564676,Sp
39.5,-108.25,13.308,1.1689,0.0444602,0.0223333,Ps,13.1661,0.0918846,0.0347318,0.00448733,Sp
39.75,-108.25,14.0051,1.16668,0.0465251,0.0232606,Ps,13.6255,0.213543,0.0295285,0.00436826,Sp
40,-108.25,14.7828,1.03271,0.0429458,0.0223765,Ps,14.424,0.334774,0.0248466,0.00220603,Sp
40.25,-108.25,15.0775,1.03542,0.0434507,0.0218239,Ps,14.7426,0.0610247,0.0230634,0.00197392,Sp
40.5,-108.25,14.8939,1.08412,0.0473613,0.0212502,Ps,14.7154,0,0.0196368,0,Sp
40.75,-108.25,14.841,0.946664,0.0486875,0.0167605,Ps,11.9671,0.214809,0.027866,0.00837628,Sp
41,-108.25,14.1653,0.954033,0.0477997,0.0162026,Ps,12.0963,0.275425,0.0340004,0.00826541,Sp
41.25,-108.25,13.3089,0.961285,0.0505262,0.0120334,Ps,12.3384,0.183005,0.0341089,0.0068154,Sp
41.5,-108.25,13.3094,1.18995,0.0597991,0.0175142,Ps,12.1347,0.152361,0.0293939,0.00539511,Sp
41.75,-108.25,13.0582,1.26457,0.0588668,0.0200073,Ps,11.872,0.030376,0.0296282,0.00448435,Sp
42.25,-108.25,13.2597,1.19636,0.0625849,0.0228048,Ps,12.3141,0,0.0179779,0,Sp
42.5,-108.25,13.9775,1.13328,0.0670844,0.0103834,Ps,10.6059,0.753135,0.0221847,0.00264477,Sp
42.75,-108.25,14.1195,1.07391,0.0673175,0.0107928,Ps,10.5236,0.0601821,0.0236023,0.00120175,Sp
43,-108.25,13.761,1.08153,0.0592434,0,Ps,12.1948,0.846831,0.0237507,0.00186365,Sp
43.25,-108.25,13.2265,1.14284,0.0604849,0,Ps,12.1937,0.15168,0.0230815,0.00213496,Sp
43.5,-108.25,13.1988,1.13667,0.0558341,0,Ps,12.2017,0.0608687,0.0228091,0.00243573,Sp
43.75,-108.25,13.8347,1.137,0.0485727,0.0116254,Ps,14.3567,0.183303,0.0227771,0.00152405,Sp
44,-108.25,14.0941,0.952668,0.046296,0.0176668,Ps,14.2732,0.274329,0.0234488,0.00157353,Sp
44.25,-108.25,13.6807,0.892428,0.0591687,0.0179254,Ps,13.491,0.394531,0.0237632,0.00166999,Sp
44.5,-108.25,13.0126,0.710593,0.0603423,0.0124474,Ps,12.8748,0.211562,0.024311,0.00212023,Sp
44.75,-108.25,13.8477,0.645263,0.0681557,0.025341,Ps,12.5704,0.120732,0.025585,0.00317815,Sp
45,-108.25,13.4605,0.698634,0.0685987,0.0261675,Ps,12.8658,0.544638,0.0329186,0.00366156,Sp
31.75,-108,10.2146,0.493034,0.146534,0.0810153,Ps,11.6701,0.287727,0.0406581,0.00689349,Sp
32,-108,10.9063,0.60503,0.124378,0.0629195,Ps,11.7608,0.383705,0.0346536,0.00801987,Sp
32.25,-108,10.5177,0.60903,0.135659,0.0778413,Ps,11.3882,0.703229,0.0309574,0.00693107,Sp
32.5,-108,10.3941,0.539699,0.124634,0.0773694,Ps,11.113,0.511197,0.0334791,0.00372647,Sp
32.75,-108,10.416,0.554767,0.139795,0.0880646,Ps,12.1553,0.640295,0.0357434,0.00294558,Sp
33,-108,10.3189,0.496126,0.171959,0.107805,Ps,11.9923,0.83324,0.0345103,0.00488282,Sp
33.25,-108,10.4186,0.248253,0.210882,0.133336,Ps,10.633,1.28326,0.0297286,0.00520881,Sp
33.5,-108,10.5547,0.179649,0.212603,0.126708,Ps,10.2278,1.18707,0.0299352,0.00420705,Sp
33.75,-108,11.0001,0.246771,0.214896,0.119534,Ps,10.2356,0.160473,0.0334189,0.00496177,Sp
34,-108,11.2413,0.438428,0.218845,0.107438,Ps,10.3657,0.385706,0.0334189,0.00462372,Sp
34.25,-108,11.5267,0.550931,0.14758,0.0766173,Ps,12.0095,0.676975,0.0319687,0.00614607,Sp
34.5,-108,12.0711,0.620066,0.0926649,0.0529192,Ps,12.0496,0.387337,0.0270085,0.00371651,Sp
34.75,-108,11.8758,0.746569,0.101932,0.0538667,Ps,11.7358,0.418175,0.0263347,0.000905954,Sp
35,-108,11.5947,0.68733,0.0843646,0.0465723,Ps,11.868,0.640105,0.02633,0.0017532,Sp
35.25,-108,11.5259,0.557148,0.082133,0.0417699,Ps,13.6886,0.444427,0.0236802,0.00167677,Sp
35.5,-108,12.3289,0.486496,0.0963206,0.0499437,Ps,13.7132,0.219687,0.0229449,0.00228598,Sp
35.75,-108,12.7899,0.602379,0.103837,0.0508239,Ps,13.2871,0.217639,0.0282682,0.00695945,Sp
36,-108,12.8932,0.599282,0.0976615,0.049332,Ps,13.3147,0.279734,0.0384347,0.00408654,Sp
36.25,-108,13.3334,0.649504,0.0737401,0.0375116,Ps,12.758,0.560387,0.0375197,0.00313397,Sp
36.5,-108,13.4363,0.648855,0.06214,0.0302365,Ps,12.4283,0.530571,0.0407654,0.00320567,Sp
36.75,-108,13.8813,0.58505,0.0483088,0.0229102,Ps,12.8158,0.374346,0.0434601,0.00171034,Sp
37,-108,14.2319,0.522901,0.0390371,0.019851,Ps,13.1651,0.125397,0.0431009,0.0021332,Sp
37.25,-108,13.6116,0.538999,0.0722207,0.0317765,Ps,13.0664,0.158646,0.0436424,0.00238122,Sp
37.5,-108,13.4273,0.555612,0.088023,0.0471249,Ps,13.0638,0.321811,0.0456052,0.00140642,Sp
37.75,-108,13.3754,0.497431,0.0962747,0.0550495,Ps,12.6848,0.325382,0.0409516,0.00450187,Sp
38,-108,13.3642,0.676273,0.100038,0.0644254,Ps,12.3359,0.289786,0.0348238,0.00266889,Sp
38.25,-108,13.5746,0.681812,0.120086,0.06138,Ps,11.793,0.316474,0.0346346,0.00432339,Sp
38.5,-108,13.8604,0.743982,0.131317,0.054874,Ps,11.5308,0.343312,0.0293826,0.00524162,Sp
38.75,-108,13.6368,0.926666,0.0638749,0.0388227,Ps,11.3785,0.492357,0.0230784,0.00194134,Sp
39,-108,13.3946,0.990911,0.0433036,0.0339824,Ps,13.0153,0.092381,0.0231656,0.00276829,Sp
39.25,-108,13.5331,1.11236,0.0482058,0.0336618,Ps,13.2055,0.0925584,0.0273758,0.00431665,Sp
39.5,-108,13.5948,0.926876,0.0440804,0.0233796,Ps,13.406,0.123647,0.031692,0.00484233,Sp
39.75,-108,14.051,0.983287,0.0464119,0.0241117,Ps,13.8149,0.215306,0.0334658,0.00300637,Sp
40,-108,15.1226,0.975478,0.0460058,0.0234926,Ps,14.3298,0.244825,0.0284447,0.00474629,Sp
40.25,-108,15.5969,0.911339,0.050022,0.0222392,Ps,14.6871,0.0919161,0.0244781,0.00190519,Sp
40.5,-108,15.8698,0.963414,0.0507868,0.0228696,Ps,12.1078,0.0614862,0.0259275,0.00302085,Sp
40.75,-108,15.9134,0.82607,0.0498975,0.0213054,Ps,11.7924,0.183738,0.0413798,0.0129706,Sp
41,-108,15.1769,0.82892,0.0532031,0.0216712,Ps,11.7722,0.152432,0.052154,0.00908135,Sp
41.25,-108,13.6909,0.714384,0.0620442,0.0191113,Ps,11.9991,0.212533,0.0443713,0.00686373,Sp
41.5,-108,13.318,0.950554,0.0665401,0.0176079,Ps,11.9548,0.181891,0.0401644,0.00610254,Sp
41.75,-108,13.0855,1.02372,0.0700827,0.0188547,Ps,11.7899,0.181405,0.0317077,0.00635076,Sp
42,-108,13.1318,1.07243,0.0693247,0.031567,Ps,11.706,0.151041,0.0247625,0.00112915,Sp
42.5,-108,13.952,0.958241,0.062592,0.0107799,Ps,10.8782,0.211617,0.0244381,0.00242756,Sp
42.75,-108,14.0929,0.836403,0.0618268,0.010617,Ps,10.7836,0.211902,0.0258088,0.00673465,Sp
43,-108,13.75,1.01615,0.0488326,0.00460013,Ps,11.328,0.759672,0.0239538,0.00539605,Sp
43.25,-108,12.9206,1.1895,0.0443366,0,Ps,12.5188,0.395725,0.0238787,0.00254597,Sp
43.5,-108,13.1456,1.13145,0.0424129,0,Ps,12.9222,0.303946,0.0245651,0.00253985,Sp
43.75,-108,13.6214,1.18945,0.0384493,0.0100802,Ps,14.521,1.64494,0.0238195,0.00273196,Sp
44,-108,13.8076,1.12768,0.0407875,0.0145779,Ps,14.4261,1.00331,0.0251434,0.00241526,Sp
44.25,-108,13.4142,0.948144,0.0589696,0.0184149,Ps,13.297,0.484642,0.0244092,0.00175956,Sp
44.5,-108,12.7665,0.711092,0.0607247,0.0131075,Ps,12.5978,0.362384,0.0243842,0.0017078,Sp
44.75,-108,13.3177,0.702833,0.0693999,0.0233816,Ps,12.1602,0.482486,0.0241983,0.00168063,Sp
45,-108,12.8885,0.699755,0.0696459,0.0239539,Ps,11.2811,0.0602508,0.0236071,0.000978078,Sp
31.75,-107.75,10.3373,0.490649,0.141495,0.0840182,Ps,11.7508,0.160151,0.0381567,0.00264921,Sp
32,-107.75,11.1497,0.479957,0.117779,0.0526347,Ps,11.6474,0.480606,0.0346536,0.00699974,Sp
32.25,-107.75,10.5228,0.544511,0.138434,0.0773051,Ps,10.9478,1.05654,0.031822,0.0063307,Sp
32.5,-107.75,10.4963,0.42425,0.121475,0.0745733,Ps,10.9903,1.02326,0.0360379,0.00321657,Sp
32.75,-107.75,10.4053,0.554447,0.135554,0.0848055,Ps,11.3938,0.89618,0.0373851,0.00343669,Sp
33,-107.75,10.3278,0.438188,0.169388,0.098914,Ps,10.2675,0.640903,0.0390124,0.00757175,Sp
33.25,-107.75,10.3783,0.247869,0.208347,0.110732,Ps,10.1943,1.09084,0.0353206,0.00901792,Sp
33.5,-107.75,10.4998,0.246846,0.192045,0.102252,Ps,10.2328,0.192587,0.029225,0.00556144,Sp
33.75,-107.75,11.0298,0.245112,0.17974,0.103504,Ps,10.1091,0.288978,0.0251995,0.00409272,Sp
34,-107.75,11.2183,0.368234,0.198299,0.0990083,Ps,10.827,0.546665,0.0334439,0.00724991,Sp
34.25,-107.75,11.6226,0.546363,0.135103,0.0758083,Ps,11.9588,1.32129,0.0382378,0.00318418,Sp
34.5,-107.75,12.1461,0.674359,0.0859519,0.0540649,Ps,12.2525,1.06489,0.0333127,0.00449825,Sp
34.75,-107.75,11.7891,0.801084,0.0996961,0.0546784,Ps,11.8248,0.515027,0.0285222,0.00292813,Sp
35,-107.75,11.7132,0.805155,0.0799632,0.0469059,Ps,11.899,0.897945,0.0249303,0.00272179,Sp
35.25,-107.75,11.7946,0.61768,0.0781698,0.0429543,Ps,13.9345,1.02083,0.0221764,0.00108053,Sp
35.5,-107.75,12.3946,0.488111,0.0965804,0.0487432,Ps,13.8484,0.379003,0.022344,0.00201535,Sp
35.75,-107.75,12.8382,0.606779,0.111847,0.0517392,Ps,13.2137,0.499782,0.0279305,0.00555188,Sp
36,-107.75,12.821,0.606401,0.0999841,0.0492857,Ps,13.211,0.435801,0.0351529,0.0055194,Sp
36.25,-107.75,13.2811,0.777902,0.0728614,0.0381878,Ps,12.2694,0.528879,0.0356861,0.00493641,Sp
36.5,-107.75,13.6265,0.775966,0.0571164,0.0308709,Ps,11.809,0.280082,0.0439007,0.00417952,Sp
36.75,-107.75,14.0332,0.770113,0.0477272,0.0233997,Ps,12.4483,0.403829,0.0467805,0.0024592,Sp
37,-107.75,14.4559,0.525045,0.0310052,0.0181945,Ps,13.0631,0.249678,0.044696,0.00241541,Sp
37.25,-107.75,13.6981,0.476338,0.0607677,0.029432,Ps,12.8901,0.284509,0.044676,0.00182862,Sp
37.5,-107.75,13.4277,0.556549,0.0877158,0.0459336,Ps,12.5463,0.288872,0.0472353,0.00266404,Sp
37.75,-107.75,13.381,0.497837,0.0966219,0.0530148,Ps,12.4483,0.195212,0.0446785,0.00542263,Sp
38,-107.75,13.5754,0.558629,0.109215,0.0646431,Ps,12.4485,0.129044,0.0339192,0.00421968,Sp
38.25,-107.75,13.938,0.559965,0.146951,0.0655985,Ps,12.4419,0.255119,0.0316327,0.00157711,Sp
38.5,-107.75,13.9842,0.619334,0.142648,0.0622738,Ps,12.4759,0.314805,0.0281184,0.00340912,Sp
38.75,-107.75,13.7116,0.801744,0.0698847,0.0475053,Ps,12.5193,0.309965,0.0229641,0.0026379,Sp
39,-107.75,13.6169,0.93115,0.0573203,0.0423772,Ps,12.6865,0.0929809,0.0218871,0.00267,Sp
39.25,-107.75,13.5605,0.990746,0.0582371,0.043085,Ps,12.683,0.373304,0.0223147,0.00211983,Sp
39.5,-107.75,13.7665,0.992545,0.0504564,0.0389203,Ps,13.4462,0.31208,0.0271644,0.00507121,Sp
39.75,-107.75,13.8002,0.987029,0.0577119,0.0400419,Ps,13.8637,0.217376,0.0340632,0.00237522,Sp
40,-107.75,14.5647,0.918209,0.0534009,0.0349565,Ps,14.2729,0.18506,0.0297643,0.00496297,Sp
40.25,-107.75,15.4285,0.855118,0.0597782,0.0252734,Ps,14.6879,0.0616593,0.0216928,0.00186544,Sp
40.5,-107.75,15.5003,0.784332,0.0527349,0.0248082,Ps,12.1675,0.216056,0.0280636,0.00560284,Sp
40.75,-107.75,16.0412,0.711166,0.0492362,0.0222037,Ps,11.962,0.275326,0.042564,0.0122485,Sp
41,-107.75,15.2275,0.772927,0.0534872,0.0215808,Ps,11.7704,0.12155,0.0531861,0.00665183,Sp
41.25,-107.75,13.6989,0.716416,0.0613736,0.018355,Ps,11.7355,0.120994,0.049648,0.00508778,Sp
41.5,-107.75,13.2035,0.786305,0.0624852,0.0167462,Ps,11.5632,0.180882,0.046105,0.0045843,Sp
41.75,-107.75,13.1443,0.90792,0.0717076,0.015521,Ps,11.3171,0.270908,0.0361468,0.00912305,Sp
42,-107.75,13.127,0.723085,0.0892944,0.0283894,Ps,11.3777,0.211097,0.0246112,0.00233456,Sp
42.25,-107.75,13.2984,0.783448,0.0743931,0.028285,Ps,12.5722,0,0.0275918,0,Sp
42.5,-107.75,13.9284,0.901002,0.0612074,0.00799412,Ps,11.1939,0.728282,0.0350363,0.008899,Sp
42.75,-107.75,14.1885,0.903767,0.0596044,0.0116031,Ps,11.099,0.304274,0.039995,0.00964828,Sp
43,-107.75,13.8741,1.01772,0.0491265,0,Ps,11.5208,0.640877,0.0306239,0.00962089,Sp
43.25,-107.75,13.2112,1.24859,0.0427196,0,Ps,12.9491,0.519158,0.026484,0.00312802,Sp
43.5,-107.75,13.1529,1.18983,0.0391317,0,Ps,13.2213,0.548115,0.0270824,0.00354451,Sp
43.75,-107.75,13.1509,1.42794,0.0282898,0,Ps,11.3402,1.42792,0.0238928,0.00376357,Sp
44,-107.75,13.1641,1.24976,0.0321553,0.00415406,Ps,14.395,1.61076,0.0265025,0.00204864,Sp
44.25,-107.75,12.5863,1.12453,0.0504964,0.0147995,Ps,13.3321,0.787091,0.0246329,0.00179388,Sp
44.5,-107.75,12.4669,0.948939,0.0601821,0.0218416,Ps,12.3888,0.543377,0.0216212,0.00194884,Sp
44.75,-107.75,12.4945,0.940781,0.0665119,0.0224781,Ps,11.5205,0.451708,0.0216728,0.00127757,Sp
45,-107.75,12.4166,0.763533,0.0673219,0.0202351,Ps,12.722,1.54037,0.0226573,0.000985062,Sp
32,-107.5,11.2616,0.543677,0.125999,0.0613347,Ps,11.7947,0.513192,0.0460443,0.00572179,Sp
32.25,-107.5,10.7949,0.540625,0.141178,0.07599,Ps,12.3027,1.21772,0.0488932,0.0105285,Sp
32.5,-107.5,10.4908,0.537586,0.118586,0.0750793,Ps,13.3043,1.56845,0.0387783,0.00836585,Sp
32.75,-107.5,10.5724,0.486946,0.120232,0.0762274,Ps,9.99941,1.31161,0.0411619,0.00644932,Sp
33,-107.5,10.2846,0.436971,0.169304,0.100147,Ps,9.64593,0.288344,0.0527196,0.0067144,Sp
33.25,-107.5,10.3341,0.315678,0.204715,0.104046,Ps,9.806,0.481243,0.0404693,0.011912,Sp
33.5,-107.5,10.544,0.302878,0.190797,0.0973025,Ps,10.5018,1.54112,0.0277347,0.00657597,Sp
33.75,-107.5,11.0218,0.301134,0.171511,0.100637,Ps,11.1367,0.610934,0.0209487,0.00314935,Sp
34,-107.5,11.3332,0.310445,0.181134,0.0966164,Ps,11.3527,0.869082,0.0306301,0.00691085,Sp
34.25,-107.5,11.7384,0.609849,0.131363,0.0756464,Ps,13.7057,1.35348,0.0406539,0.00465145,Sp
34.5,-107.5,12.0054,0.738968,0.0915394,0.0563435,Ps,13.9993,0.806397,0.044457,0.00823707,Sp
34.75,-107.5,11.7939,0.739989,0.0980022,0.0547388,Ps,12.1242,0.805192,0.0350929,0.00822392,Sp
35,-107.5,11.8376,0.740025,0.0782578,0.0466476,Ps,11.811,1.28416,0.0297136,0.00585417,Sp
35.25,-107.5,11.8018,0.676208,0.0768515,0.0429879,Ps,13.0962,1.69614,0.0220546,0.00544531,Sp
35.5,-107.5,12.4024,0.676691,0.0959052,0.0482542,Ps,12.3981,1.17538,0.0255945,0.0122996,Sp
35.75,-107.5,12.7412,0.609514,0.11432,0.0526182,Ps,11.988,0.848801,0.030481,0.0104558,Sp
36,-107.5,12.7555,0.611591,0.104953,0.0455139,Ps,12.3513,0.969971,0.0309698,0.00624983,Sp
36.25,-107.5,13.4496,0.726776,0.0691698,0.0350666,Ps,12.1472,0.655198,0.0302615,0.00691096,Sp
36.5,-107.5,13.7939,0.782184,0.0519714,0.0272355,Ps,11.8201,0.186937,0.0470318,0.00898285,Sp
36.75,-107.5,14.1698,0.710809,0.0433043,0.0198824,Ps,12.1134,0.279352,0.0513177,0.00292123,Sp
37,-107.5,14.5829,0.698668,0.027843,0.0150124,Ps,12.452,0.310829,0.0496299,0.00318681,Sp
37.25,-107.5,13.8231,0.538315,0.0541144,0.0264867,Ps,12.3883,0.376665,0.0483284,0.00320265,Sp
37.5,-107.5,13.4279,0.432737,0.0869873,0.0456347,Ps,12.262,0.127481,0.0530265,0.00286283,Sp
37.75,-107.5,13.3957,0.497189,0.0986628,0.054115,Ps,12.3173,0.0972075,0.0518955,0.00573365,Sp
38,-107.5,13.6438,0.493394,0.114414,0.066138,Ps,12.6034,0.225573,0.0368904,0.00750974,Sp
38.25,-107.5,14.0326,0.493963,0.157103,0.0674079,Ps,12.7507,0.0959358,0.0301716,0.00192654,Sp
38.5,-107.5,14.0196,0.552615,0.147586,0.0642009,Ps,12.5969,0.158194,0.029666,0.00153218,Sp
